"specification_id","state_code_2001","n_districts","instrument_min","instrument_max","instrument_range","instrument_sd","treatment_min","treatment_max","treatment_range","treatment_sd"
"instrument_only","01",11,-0.851182985219902,0.772071674821638,1.62325466004154,0.57347169343217,-1.72851030069023,63.6246894613877,65.3531997620779,22.1093140815969
"instrument_only","02",12,-2.21159382402039,1.29635445393169,3.50794827795208,1.23873080717102,-13.1260780236274,22.8850966556704,36.0111746792977,9.35701241783805
"instrument_only","03",16,-2.22174524062217,-2.1991591083274,0.0225861322947702,0.00732646114414134,-4.46694830456123,20.4174860204924,24.8844343250536,6.95308526038906
"instrument_only","04",1,-1.97932392684506,-1.97932392684506,0,NA,29.0887453324456,29.0887453324456,0,NA
"instrument_only","05",12,-1.72616205543851,1.17617097081338,2.90233302625189,0.837805203756018,-13.3468176069717,29.5608828194392,42.9077004264109,11.4752595237954
"instrument_only","06",19,-2.2155969647879,-0.829360158465982,1.38623680632192,0.38533353994777,-9.95292621139165,27.2921562207821,37.2450824321737,9.28749951672546
"instrument_only","07",7,-1.7698073857661,-0.390246991915282,1.37956039385082,0.453617656289558,-14.8990140839211,36.7288772894966,51.6278913734177,15.4036748898376
"instrument_only","08",27,-2.11971419782389,0.726544347341938,2.84625854516583,0.833594038059209,-14.8990140839211,2.06987459207157,16.9688886759927,5.26178839124252
"instrument_only","09",68,-2.16006804665273,0.409038051703458,2.56910609835619,0.733393419549063,-14.8990140839211,0.467348741019265,15.3663628249404,3.88831210305508
"instrument_only","10",37,-0.407024269954822,1.7216045534449,2.12862882339972,0.591803066223717,-14.8990140839211,2.27264783309537,17.1716619170165,3.31642856435554
"instrument_only","11",4,1.31581153330618,1.66279281036203,0.34698127705585,0.146960168201645,64.0753614898039,67.016567645357,2.9412061555531,1.28367574500589
"instrument_only","12",13,0.170126016858268,1.67025445672609,1.50012843986782,0.564577514403738,40.4173744253803,81.0761055759627,40.6587311505824,13.8367092842222
"instrument_only","13",8,0.455313048356368,1.72768725327948,1.27237420492311,0.58177334656666,55.5792907532756,76.6256257720213,21.0463350187457,5.70471838138252
"instrument_only","14",9,1.61432424074564,1.77028156243638,0.155957321690741,0.0535719124031742,13.4056159581393,71.3614853747201,57.9558694165808,18.9553593117256
"instrument_only","15",8,0.519576378369418,1.7688270280655,1.24925064969608,0.419484955292958,9.03539901473087,51.3563871026949,42.320988087964,15.2211538043371
"instrument_only","16",4,0.227354615410138,0.735985500705518,0.50863088529538,0.224691274707516,-14.333598534694,-10.0297447862768,4.30385374841714,1.87016207122847
"instrument_only","17",7,0.974695855713068,1.75065468309586,0.77595882738279,0.309241586330358,22.2866699684821,46.0676336593552,23.7809636908731,7.33629548269078
"instrument_only","18",22,-0.203846955389752,0.884875907199348,1.0887228625891,0.296157279485657,-14.8670800789279,-0.540576432260234,14.3265036466676,3.95040621978854
"instrument_only","19",18,-0.236093860598022,0.0996336206181079,0.33572748121613,0.104026739965091,-14.6051920321776,6.47153441263196,21.0767264448095,5.52787650045653
"instrument_only","20",18,0.330831486741558,1.75597063427896,1.4251391475374,0.471678643574925,-14.8398031319554,4.65520390120977,19.4950070331651,5.51420001295925
"instrument_only","21",29,-0.217589961534582,0.922123563343248,1.13971352487783,0.337821102190824,-14.4227421717253,-5.1554817931903,9.26726037853496,2.7443591122409
"instrument_only","22",16,-0.365763010064042,1.66467935958216,2.0304423696462,0.618308071099569,-14.5994089190088,-6.49858222927209,8.10082668973675,2.40834676626716
"instrument_only","23",44,-2.05334271214049,1.73416649193564,3.78750920407613,0.917836079785923,-14.8990140839211,8.04724742431587,22.946261508237,5.1416190138038
"instrument_only","24",25,-2.21751636849689,-1.06164923898138,1.15586712951551,0.270126507806241,-14.8990140839211,4.11818599081957,19.0172000747407,4.92266595157379
"instrument_only","25",2,-2.2088260821244,-1.8992907056213,0.3095353765031,0.218874563742473,-8.00692903225135,18.4026607387735,26.4095897710248,18.6744000154465
"instrument_only","26",1,-1.60082355678106,-1.60082355678106,0,NA,-10.582928800204,-10.582928800204,0,NA
"instrument_only","27",33,-1.40646447234651,-0.0962973009266821,1.31016717141983,0.214477971004677,-14.8990140839211,21.6673498113684,36.5663638952895,8.93882168572837
"instrument_only","28",23,1.27725297071095,1.77677490308558,0.49952193237463,0.108307316753117,-11.789635028031,46.407083749861,58.1967187778919,11.2780079315081
"instrument_only","29",27,0.796637185943298,1.77104182946524,0.97440464352194,0.258313368180195,-14.8990140839211,43.223416156469,58.1224302403901,12.2728643175785
